kortnavn;nodetat;kjoretoy_ID;Hendelses_ID;demo_time;Bemanning;Innsatsleder;POINT_X;POINT_Y;sekvens
A;Ambulanse;A_012;H_043;2026-01-15T10:01:41.66Z;3;Ole Kyrres;5.679705936413566;58.917029963970428;53
B;Brann;KV_001;H_043;2026-01-15T10:01:41.66Z;4;Jon Johnsen;5.604477761611331;58.914475844765207;44
P;Politi;P03;H_043;2026-01-15T10:01:41.66Z;3;Bjarte Olavsen;5.721015990289564;58.937545955513208;56
P;Politi;P07;H_043;2026-01-15T10:01:41.66Z;2;Bjarte Olavsen;5.653379073680132;58.886371238869224;50
B;Brann;SC_003;H_044;2026-01-15T10:01:41.66Z;6;Arne Arnsen;5.721225607100208;58.953530175125124;11
A;Ambulanse;A_012;H_043;2026-01-15T10:01:43.33Z;3;Ole Kyrres;5.679590904773436;58.916390159918713;54
B;Brann;KV_001;H_043;2026-01-15T10:01:43.33Z;4;Jon Johnsen;5.604405254915773;58.913183275355003;45
P;Politi;P03;H_043;2026-01-15T10:01:43.33Z;3;Bjarte Olavsen;5.71955124328018;58.936733940605855;57
P;Politi;P07;H_043;2026-01-15T10:01:43.33Z;2;Bjarte Olavsen;5.653226286397429;58.886932504222891;51
B;Brann;SC_003;H_044;2026-01-15T10:01:43.33Z;6;Arne Arnsen;5.721289643257442;58.953293809436879;12
H;A_B;Giftig stoff, lekkasje;H_045;2026-01-15T10:01:44Z;;;5.768113;58.965081;0
A;Ambulanse;A_012;H_043;2026-01-15T10:01:45Z;3;Ole Kyrres;5.679475873133307;58.915750355866997;55
B;Brann;KV_001;H_043;2026-01-15T10:01:45Z;4;Jon Johnsen;5.604332748220213;58.911890705944806;46
P;Politi;P03;H_043;2026-01-15T10:01:45Z;3;Bjarte Olavsen;5.718086496270796;58.935921925698494;58
P;Politi;P07;H_043;2026-01-15T10:01:45Z;2;Bjarte Olavsen;5.653073499114724;58.887493769576551;52
B;Brann;SC_003;H_044;2026-01-15T10:01:45Z;6;Arne Arnsen;5.721353679414674;58.953057443748641;13
A;Ambulanse;A_012;H_043;2026-01-15T10:01:46.66Z;3;Ole Kyrres;5.67949465994535;58.915269705505708;56
B;Brann;KV_001;H_043;2026-01-15T10:01:46.66Z;4;Jon Johnsen;5.605544330118135;58.910581917961643;47
P;Politi;P03;H_043;2026-01-15T10:01:46.66Z;3;Bjarte Olavsen;5.716191528541598;58.935102233636385;59
P;Politi;P07;H_043;2026-01-15T10:01:46.66Z;2;Bjarte Olavsen;5.652997484216189;58.887879874109544;53
B;Brann;SC_003;H_044;2026-01-15T10:01:46.66Z;6;Arne Arnsen;5.721321821336479;58.952727384198589;14
A;Ambulanse;A_012;H_043;2026-01-15T10:01:48.33Z;3;Ole Kyrres;5.679513446757393;58.914789055144425;57
B;Brann;KV_001;H_043;2026-01-15T10:01:48.33Z;4;Jon Johnsen;5.606755912016055;58.90927312997848;48
P;Politi;P03;H_043;2026-01-15T10:01:48.33Z;3;Bjarte Olavsen;5.714296560812401;58.934282541574277;60
P;Politi;P07;H_043;2026-01-15T10:01:48.33Z;2;Bjarte Olavsen;5.652921469317654;58.888265978642529;54
B;Brann;SC_003;H_044;2026-01-15T10:01:48.33Z;6;Arne Arnsen;5.721289963258283;58.952397324648537;15
A;Ambulanse;A_012;H_043;2026-01-15T10:01:50Z;3;Ole Kyrres;5.679532233569436;58.914308404783135;58
B;Brann;KV_001;H_043;2026-01-15T10:01:50Z;4;Jon Johnsen;5.607967493913977;58.907964341995317;49
P;Politi;P03;H_043;2026-01-15T10:01:50Z;3;Bjarte Olavsen;5.712401593083204;58.933462849512168;61
P;Politi;P07;H_043;2026-01-15T10:01:50Z;2;Bjarte Olavsen;5.652845454419119;58.888652083175522;55
B;Brann;SC_003;H_044;2026-01-15T10:01:50Z;6;Arne Arnsen;5.721258105180088;58.952067265098485;16
A;Ambulanse;A_012;H_043;2026-01-15T10:01:51.66Z;3;Ole Kyrres;5.679334421668401;58.913836107038129;59
B;Brann;KV_001;H_043;2026-01-15T10:01:51.66Z;4;Jon Johnsen;5.609661973501892;58.906838018624335;50
P;Politi;P03;H_043;2026-01-15T10:01:51.66Z;3;Bjarte Olavsen;5.711550257079471;58.932824581287747;62
P;Politi;P07;H_043;2026-01-15T10:01:51.66Z;2;Bjarte Olavsen;5.652726631267991;58.889035065083362;56
B;Brann;SC_003;H_044;2026-01-15T10:01:51.66Z;6;Arne Arnsen;5.721327428633444;58.951604745311386;17
A;Ambulanse;A_012;H_043;2026-01-15T10:01:53.33Z;3;Ole Kyrres;5.679136609767367;58.913363809293131;60
B;Brann;KV_001;H_043;2026-01-15T10:01:53.33Z;4;Jon Johnsen;5.611356453089806;58.905711695253359;51
P;Politi;P03;H_043;2026-01-15T10:01:53.33Z;3;Bjarte Olavsen;5.710698921075738;58.932186313063319;63
P;Politi;P07;H_043;2026-01-15T10:01:53.33Z;2;Bjarte Olavsen;5.652607808116863;58.889418046991203;57
B;Brann;SC_003;H_044;2026-01-15T10:01:53.33Z;6;Arne Arnsen;5.721396752086799;58.951142225524286;18
A;Ambulanse;A_012;H_043;2026-01-15T10:01:55Z;3;Ole Kyrres;5.678938797866333;58.912891511548125;61
B;Brann;KV_001;H_043;2026-01-15T10:01:55Z;4;Jon Johnsen;5.613050932677721;58.904585371882376;52
P;Politi;P03;H_043;2026-01-15T10:01:55Z;3;Bjarte Olavsen;5.709847585072006;58.931548044838898;64
P;Politi;P07;H_043;2026-01-15T10:01:55Z;2;Bjarte Olavsen;5.652488984965735;58.889801028899043;58
B;Brann;SC_003;H_044;2026-01-15T10:01:55Z;6;Arne Arnsen;5.721466075540154;58.950679705737187;19
A;Ambulanse;A_012;H_043;2026-01-15T10:01:56.66Z;3;Ole Kyrres;5.678752153786745;58.912583910376199;62
B;Brann;KV_001;H_043;2026-01-15T10:01:56.66Z;4;Jon Johnsen;5.613450086296766;58.902996369329507;53
P;Politi;P03;H_043;2026-01-15T10:01:56.66Z;3;Bjarte Olavsen;5.709276874748838;58.930294640586943;65
P;Politi;P07;H_043;2026-01-15T10:01:56.66Z;2;Bjarte Olavsen;5.652364692884614;58.890364373965497;59
B;Brann;SC_003;H_044;2026-01-15T10:01:56.66Z;6;Arne Arnsen;5.72151599920966;58.950254342611565;20
A;Ambulanse;A_012;H_043;2026-01-15T10:01:58.33Z;3;Ole Kyrres;5.678565509707159;58.91227630920428;63
B;Brann;KV_001;H_043;2026-01-15T10:01:58.33Z;4;Jon Johnsen;5.613849239915811;58.901407366776638;54
P;Politi;P03;H_043;2026-01-15T10:01:58.33Z;3;Bjarte Olavsen;5.708706164425669;58.929041236334996;66
P;Politi;P07;H_043;2026-01-15T10:01:58.33Z;2;Bjarte Olavsen;5.652240400803494;58.890927719031957;60
B;Brann;SC_003;H_044;2026-01-15T10:01:58.33Z;6;Arne Arnsen;5.721565922879165;58.949828979485936;21
A;Ambulanse;A_012;H_043;2026-01-15T10:02:00Z;3;Ole Kyrres;5.678378865627572;58.911968708032354;64
B;Brann;KV_001;H_043;2026-01-15T10:02:00Z;4;Jon Johnsen;5.614248393534856;58.899818364223769;55
P;Politi;P03;H_043;2026-01-15T10:02:00Z;3;Bjarte Olavsen;5.708135454102501;58.927787832083041;67
P;Politi;P07;H_043;2026-01-15T10:02:00Z;2;Bjarte Olavsen;5.652116108722374;58.89149106409841;61
B;Brann;SC_003;H_044;2026-01-15T10:02:00Z;6;Arne Arnsen;5.721615846548671;58.949403616360314;22
A;Ambulanse;A_012;H_043;2026-01-15T10:02:01.66Z;3;Ole Kyrres;5.677610439765802;58.911710377531101;65
B;Brann;KV_001;H_043;2026-01-15T10:02:01.66Z;4;Jon Johnsen;5.616226553784266;58.898951809580431;56
P;Politi;P03;H_043;2026-01-15T10:02:01.66Z;3;Bjarte Olavsen;5.707940559689437;58.927079424065624;68
P;Politi;P07;H_043;2026-01-15T10:02:01.66Z;2;Bjarte Olavsen;5.652064584726384;58.891894019737045;62
B;Brann;SC_003;H_044;2026-01-15T10:02:01.66Z;6;Arne Arnsen;5.721677679057272;58.949244210556884;23
A;Ambulanse;A_012;H_043;2026-01-15T10:02:03.33Z;3;Ole Kyrres;5.676842013904032;58.91145204702984;66
B;Brann;KV_001;H_043;2026-01-15T10:02:03.33Z;4;Jon Johnsen;5.618204714033675;58.898085254937101;57
P;Politi;P03;H_043;2026-01-15T10:02:03.33Z;3;Bjarte Olavsen;5.707745665276373;58.926371016048201;69
P;Politi;P07;H_043;2026-01-15T10:02:03.33Z;2;Bjarte Olavsen;5.652013060730393;58.892296975375679;63
B;Brann;SC_003;H_044;2026-01-15T10:02:03.33Z;6;Arne Arnsen;5.721739511565874;58.949084804753447;24
A;Ambulanse;A_012;H_043;2026-01-15T10:02:05Z;3;Ole Kyrres;5.676073588042263;58.911193716528587;67
B;Brann;KV_001;H_043;2026-01-15T10:02:05Z;4;Jon Johnsen;5.620182874283085;58.897218700293763;58
P;Politi;P03;H_043;2026-01-15T10:02:05Z;3;Bjarte Olavsen;5.707550770863309;58.925662608030784;70
P;Politi;P07;H_043;2026-01-15T10:02:05Z;2;Bjarte Olavsen;5.651961536734404;58.892699931014313;64
B;Brann;SC_003;H_044;2026-01-15T10:02:05Z;6;Arne Arnsen;5.721801344074476;58.948925398950017;25
A;Ambulanse;A_012;H_043;2026-01-15T10:02:06.66Z;3;Ole Kyrres;5.67483777782428;58.910872442999306;68
B;Brann;KV_001;H_043;2026-01-15T10:02:06.66Z;4;Jon Johnsen;5.622728692795468;58.896614254466094;59
P;Politi;P03;H_043;2026-01-15T10:02:06.66Z;3;Bjarte Olavsen;5.707361305645854;58.924766310878539;71
P;Politi;P07;H_043;2026-01-15T10:02:06.66Z;2;Bjarte Olavsen;5.652343923381584;58.893059220720019;65
B;Brann;SC_003;H_044;2026-01-15T10:02:06.66Z;6;Arne Arnsen;5.722022888180174;58.948589566166184;26
A;Ambulanse;A_012;H_043;2026-01-15T10:02:08.33Z;3;Ole Kyrres;5.673601967606297;58.910551169470018;69
B;Brann;KV_001;H_043;2026-01-15T10:02:08.33Z;4;Jon Johnsen;5.625274511307851;58.896009808638432;60
P;Politi;P03;H_043;2026-01-15T10:02:08.33Z;3;Bjarte Olavsen;5.707171840428399;58.923870013726287;72
P;Politi;P07;H_043;2026-01-15T10:02:08.33Z;2;Bjarte Olavsen;5.652726310028763;58.893418510425732;66
B;Brann;SC_003;H_044;2026-01-15T10:02:08.33Z;6;Arne Arnsen;5.722244432285872;58.948253733382344;27
A;Ambulanse;A_012;H_043;2026-01-15T10:02:10Z;3;Ole Kyrres;5.672366157388314;58.910229895940738;70
B;Brann;KV_001;H_043;2026-01-15T10:02:10Z;4;Jon Johnsen;5.627820329820235;58.895405362810763;61
P;Politi;P03;H_043;2026-01-15T10:02:10Z;3;Bjarte Olavsen;5.706982375210944;58.922973716574042;73
P;Politi;P07;H_043;2026-01-15T10:02:10Z;2;Bjarte Olavsen;5.653108696675943;58.893777800131438;67
B;Brann;SC_003;H_044;2026-01-15T10:02:10Z;6;Arne Arnsen;5.72246597639157;58.947917900598512;28
A;Ambulanse;A_012;H_043;2026-01-15T10:02:11.66Z;3;Ole Kyrres;5.670613079405778;58.909755239538249;71
B;Brann;KV_001;H_043;2026-01-15T10:02:11.66Z;4;Jon Johnsen;5.630512173040229;58.895436656730006;62
P;Politi;P03;H_043;2026-01-15T10:02:11.66Z;3;Bjarte Olavsen;5.705786008554627;58.922098565394023;74
P;Politi;P07;H_043;2026-01-15T10:02:11.66Z;2;Bjarte Olavsen;5.653415543026141;58.894093917559914;68
B;Brann;SC_003;H_044;2026-01-15T10:02:11.66Z;6;Arne Arnsen;5.723278691086415;58.946776509442877;29
A;Ambulanse;A_012;H_043;2026-01-15T10:02:13.33Z;3;Ole Kyrres;5.668860001423243;58.909280583135761;72
B;Brann;KV_001;H_043;2026-01-15T10:02:13.33Z;4;Jon Johnsen;5.633204016260223;58.895467950649255;63
P;Politi;P03;H_043;2026-01-15T10:02:13.33Z;3;Bjarte Olavsen;5.70458964189831;58.921223414214012;75
P;Politi;P07;H_043;2026-01-15T10:02:13.33Z;2;Bjarte Olavsen;5.653722389376339;58.894410034988397;69
B;Brann;SC_003;H_044;2026-01-15T10:02:13.33Z;6;Arne Arnsen;5.724091405781262;58.94563511828725;30
A;Ambulanse;A_012;H_043;2026-01-15T10:02:15Z;3;Ole Kyrres;5.667106923440707;58.908805926733272;73
A;Ambulanse;A_037;H_045;2026-01-15T10:02:15Z;4;Ingrid Waale;5.703059452873708;58.929042458743211;1
B;Brann;KV_001;H_043;2026-01-15T10:02:15Z;4;Jon Johnsen;5.635895859480217;58.895499244568498;64
P;Politi;P03;H_043;2026-01-15T10:02:15Z;3;Bjarte Olavsen;5.703393275241993;58.920348263033993;76
P;Politi;P07;H_043;2026-01-15T10:02:15Z;2;Bjarte Olavsen;5.654029235726537;58.894726152416872;70
B;Brann;SC_003;H_044;2026-01-15T10:02:15Z;6;Arne Arnsen;5.724904120476107;58.944493727131615;31
A;Ambulanse;A_012;H_043;2026-01-15T10:02:16.66Z;3;Ole Kyrres;5.666252439180976;58.908521972710666;74
A;Ambulanse;A_037;H_045;2026-01-15T10:02:16.66Z;4;Ingrid Waale;5.702055121382844;58.928502695209581;2
B;Brann;KV_001;H_043;2026-01-15T10:02:16.66Z;4;Jon Johnsen;5.639181453877418;58.895379113663367;65
P;Politi;P03;H_043;2026-01-15T10:02:16.66Z;3;Bjarte Olavsen;5.702248382542139;58.919535642212423;77
P;Politi;P07;H_043;2026-01-15T10:02:16.66Z;2;Bjarte Olavsen;5.654376897663632;58.895052775109491;71
B;Brann;SC_003;H_044;2026-01-15T10:02:16.66Z;6;Arne Arnsen;5.724621978954634;58.94426125107632;32
A;Ambulanse;A_012;H_043;2026-01-15T10:02:18.33Z;3;Ole Kyrres;5.665397954921246;58.908238018688053;75
A;Ambulanse;A_037;H_045;2026-01-15T10:02:18.33Z;4;Ingrid Waale;5.70105078989198;58.927962931675943;3
B;Brann;KV_001;H_043;2026-01-15T10:02:18.33Z;4;Jon Johnsen;5.642467048274618;58.895258982758229;66
P;Politi;P03;H_043;2026-01-15T10:02:18.33Z;3;Bjarte Olavsen;5.701103489842286;58.918723021390861;78
P;Politi;P07;H_043;2026-01-15T10:02:18.33Z;2;Bjarte Olavsen;5.654724559600727;58.895379397802117;72
B;Brann;SC_003;H_044;2026-01-15T10:02:18.33Z;6;Arne Arnsen;5.72433983743316;58.944028775021017;33
A;Ambulanse;A_012;H_043;2026-01-15T10:02:20Z;3;Ole Kyrres;5.664543470661514;58.907954064665446;76
A;Ambulanse;A_037;H_045;2026-01-15T10:02:20Z;4;Ingrid Waale;5.700046458401116;58.927423168142312;4
B;Brann;KV_001;H_043;2026-01-15T10:02:20Z;4;Jon Johnsen;5.645752642671819;58.895138851853098;67
P;Politi;P03;H_043;2026-01-15T10:02:20Z;3;Bjarte Olavsen;5.699958597142432;58.917910400569291;79
P;Politi;P07;H_043;2026-01-15T10:02:20Z;2;Bjarte Olavsen;5.655072221537822;58.895706020494735;73
B;Brann;SC_003;H_044;2026-01-15T10:02:20Z;6;Arne Arnsen;5.724057695911687;58.943796298965722;34
A;Ambulanse;A_012;H_043;2026-01-15T10:02:21.66Z;3;Ole Kyrres;5.664159319271329;58.907482621062869;77
A;Ambulanse;A_037;H_045;2026-01-15T10:02:21.66Z;4;Ingrid Waale;5.699723080554941;58.926789677477359;5
B;Brann;KV_001;H_043;2026-01-15T10:02:21.66Z;4;Jon Johnsen;5.645143997973408;58.895605057158114;68
P;Politi;P03;H_043;2026-01-15T10:02:21.66Z;3;Bjarte Olavsen;5.699031529415776;58.917301830999719;80
P;Politi;P07;H_043;2026-01-15T10:02:21.66Z;2;Bjarte Olavsen;5.655270971020153;58.895991654980541;74
B;Brann;SC_003;H_044;2026-01-15T10:02:21.66Z;6;Arne Arnsen;5.724440081708504;58.943968544243759;35
A;Ambulanse;A_012;H_043;2026-01-15T10:02:23.33Z;3;Ole Kyrres;5.663775167881144;58.907011177460298;78
A;Ambulanse;A_037;H_045;2026-01-15T10:02:23.33Z;4;Ingrid Waale;5.699399702708766;58.926156186812413;6
B;Brann;KV_001;H_043;2026-01-15T10:02:23.33Z;4;Jon Johnsen;5.644535353274996;58.896071262463124;69
P;Politi;P03;H_043;2026-01-15T10:02:23.33Z;3;Bjarte Olavsen;5.698104461689119;58.916693261430147;81
P;Politi;P07;H_043;2026-01-15T10:02:23.33Z;2;Bjarte Olavsen;5.655469720502484;58.896277289466347;75
B;Brann;SC_003;H_044;2026-01-15T10:02:23.33Z;6;Arne Arnsen;5.724822467505321;58.944140789521796;36
A;Ambulanse;A_012;H_043;2026-01-15T10:02:25Z;3;Ole Kyrres;5.663391016490959;58.90653973385772;79
A;Ambulanse;A_037;H_045;2026-01-15T10:02:25Z;4;Ingrid Waale;5.699076324862591;58.925522696147461;7
B;Brann;KV_001;H_043;2026-01-15T10:02:25Z;4;Jon Johnsen;5.643926708576585;58.896537467768141;70
P;Politi;P03;H_043;2026-01-15T10:02:25Z;3;Bjarte Olavsen;5.697177393962463;58.916084691860576;82
P;Politi;P07;H_043;2026-01-15T10:02:25Z;2;Bjarte Olavsen;5.655668469984814;58.896562923952153;76
B;Brann;SC_003;H_044;2026-01-15T10:02:25Z;6;Arne Arnsen;5.725204853302139;58.944313034799833;37
B;Brann;VB_001;H_045;2026-01-15T10:02:25Z;4;Bjorn Bjornsen;5.759759053580519;58.965846155937811;1
A;Ambulanse;A_012;H_043;2026-01-15T10:02:26.66Z;3;Ole Kyrres;5.663514982047982;58.905878748060005;80
A;Ambulanse;A_037;H_045;2026-01-15T10:02:26.66Z;4;Ingrid Waale;5.700811938197992;58.924654420065337;8
B;Brann;KV_001;H_043;2026-01-15T10:02:26.66Z;4;Jon Johnsen;5.645021371267026;58.896423831597332;71
P;Politi;P03;H_043;2026-01-15T10:02:26.66Z;3;Bjarte Olavsen;5.696622262721653;58.915279506224053;83
P;Politi;P07;H_043;2026-01-15T10:02:26.66Z;2;Bjarte Olavsen;5.655661709342379;58.896703122571118;77
B;Brann;SC_003;H_044;2026-01-15T10:02:26.66Z;6;Arne Arnsen;5.725958083252614;58.944459063710291;38
B;Brann;VB_001;H_045;2026-01-15T10:02:26.66Z;4;Bjorn Bjornsen;5.760110006703957;58.965806274947589;2
A;Ambulanse;A_012;H_043;2026-01-15T10:02:28.33Z;3;Ole Kyrres;5.663638947605006;58.905217762262282;81
A;Ambulanse;A_037;H_045;2026-01-15T10:02:28.33Z;4;Ingrid Waale;5.702547551533394;58.923786143983214;9
B;Brann;KV_001;H_043;2026-01-15T10:02:28.33Z;4;Jon Johnsen;5.646116033957467;58.896310195426516;72
P;Politi;P03;H_043;2026-01-15T10:02:28.33Z;3;Bjarte Olavsen;5.696067131480843;58.91447432058753;84
P;Politi;P07;H_043;2026-01-15T10:02:28.33Z;2;Bjarte Olavsen;5.655654948699943;58.896843321190083;78
B;Brann;SC_003;H_044;2026-01-15T10:02:28.33Z;6;Arne Arnsen;5.72671131320309;58.944605092620748;39
B;Brann;VB_001;H_045;2026-01-15T10:02:28.33Z;4;Bjorn Bjornsen;5.760460959827393;58.965766393957374;3
A;Ambulanse;A_012;H_043;2026-01-15T10:02:30Z;3;Ole Kyrres;5.663762913162029;58.904556776464567;82
A;Ambulanse;A_037;H_045;2026-01-15T10:02:30Z;4;Ingrid Waale;5.704283164868795;58.922917867901091;10
B;Brann;KV_001;H_043;2026-01-15T10:02:30Z;4;Jon Johnsen;5.647210696647908;58.896196559255706;73
P;Politi;P03;H_043;2026-01-15T10:02:30Z;3;Bjarte Olavsen;5.695512000240034;58.913669134951007;85
P;Politi;P07;H_043;2026-01-15T10:02:30Z;2;Bjarte Olavsen;5.655648188057508;58.896983519809048;79
B;Brann;SC_003;H_044;2026-01-15T10:02:30Z;6;Arne Arnsen;5.727464543153565;58.944751121531205;40
B;Brann;VB_001;H_045;2026-01-15T10:02:30Z;4;Bjorn Bjornsen;5.76081191295083;58.965726512967152;4
A;Ambulanse;A_012;H_043;2026-01-15T10:02:31.66Z;3;Ole Kyrres;5.663440805639601;58.90392596004601;83
A;Ambulanse;A_037;H_045;2026-01-15T10:02:31.66Z;4;Ingrid Waale;5.705858804233771;58.922447098787366;11
B;Brann;KV_001;H_043;2026-01-15T10:02:31.66Z;4;Jon Johnsen;5.648500874981334;58.896180134054035;74
P;Politi;P03;H_043;2026-01-15T10:02:31.66Z;3;Bjarte Olavsen;5.695533857647429;58.912917587474183;86
B;Brann;SC_003;H_044;2026-01-15T10:02:31.66Z;6;Arne Arnsen;5.728121198642518;58.944909437168043;41
B;Brann;VB_001;H_045;2026-01-15T10:02:31.66Z;4;Bjorn Bjornsen;5.761043063053098;58.965705643815575;5
A;Ambulanse;A_012;H_043;2026-01-15T10:02:33.33Z;3;Ole Kyrres;5.663118698117173;58.903295143627453;84
A;Ambulanse;A_037;H_045;2026-01-15T10:02:33.33Z;4;Ingrid Waale;5.707434443598748;58.921976329673647;12
B;Brann;KV_001;H_043;2026-01-15T10:02:33.33Z;4;Jon Johnsen;5.64979105331476;58.896163708852363;75
P;Politi;P03;H_043;2026-01-15T10:02:33.33Z;3;Bjarte Olavsen;5.695555715054825;58.912166039997352;87
B;Brann;SC_003;H_044;2026-01-15T10:02:33.33Z;6;Arne Arnsen;5.728777854131472;58.945067752804889;42
B;Brann;VB_001;H_045;2026-01-15T10:02:33.33Z;4;Bjorn Bjornsen;5.761274213155366;58.965684774663991;6
A;Ambulanse;A_012;H_043;2026-01-15T10:02:35Z;3;Ole Kyrres;5.662796590594745;58.902664327208896;85
A;Ambulanse;A_037;H_045;2026-01-15T10:02:35Z;4;Ingrid Waale;5.709010082963724;58.921505560559922;13
B;Brann;KV_001;H_043;2026-01-15T10:02:35Z;4;Jon Johnsen;5.651081231648186;58.896147283650691;76
P;Politi;P03;H_043;2026-01-15T10:02:35Z;3;Bjarte Olavsen;5.69557757246222;58.911414492520528;88
B;Brann;SC_002;H_045;2026-01-15T10:02:35Z;5;Bjorn Bjornsen;5.718922689964059;58.953733843208887;1
B;Brann;SC_003;H_044;2026-01-15T10:02:35Z;6;Arne Arnsen;5.729434509620425;58.945226068441727;43
B;Brann;VB_001;H_045;2026-01-15T10:02:35Z;4;Bjorn Bjornsen;5.761505363257634;58.965663905512415;7
A;Ambulanse;A_012;H_043;2026-01-15T10:02:36.66Z;3;Ole Kyrres;5.662451494919709;58.902152338426227;86
A;Ambulanse;A_037;H_045;2026-01-15T10:02:36.66Z;4;Ingrid Waale;5.708279135434926;58.921710006068629;14
B;Brann;KV_001;H_043;2026-01-15T10:02:36.66Z;4;Jon Johnsen;5.652100996887924;58.896255230415122;77
P;Politi;P03;H_043;2026-01-15T10:02:36.66Z;3;Bjarte Olavsen;5.695822503636533;58.910679136274183;89
B;Brann;SC_002;H_045;2026-01-15T10:02:36.66Z;5;Bjorn Bjornsen;5.719458530800549;58.953908161239127;2
B;Brann;SC_003;H_044;2026-01-15T10:02:36.66Z;6;Arne Arnsen;5.729618392169237;58.944718810483778;44
B;Brann;VB_001;H_045;2026-01-15T10:02:36.66Z;4;Bjorn Bjornsen;5.761776098372017;58.965637987513425;8
A;Ambulanse;A_012;H_043;2026-01-15T10:02:38.33Z;3;Ole Kyrres;5.662106399244673;58.90164034964355;87
A;Ambulanse;A_037;H_045;2026-01-15T10:02:38.33Z;4;Ingrid Waale;5.70754818790613;58.921914451577344;15
B;Brann;KV_001;H_043;2026-01-15T10:02:38.33Z;4;Jon Johnsen;5.653120762127661;58.896363177179559;78
P;Politi;P03;H_043;2026-01-15T10:02:38.33Z;3;Bjarte Olavsen;5.696067434810846;58.909943780027831;90
B;Brann;SC_002;H_045;2026-01-15T10:02:38.33Z;5;Bjorn Bjornsen;5.719994371637038;58.954082479269367;3
B;Brann;SC_003;H_044;2026-01-15T10:02:38.33Z;6;Arne Arnsen;5.729802274718049;58.944211552525836;45
B;Brann;VB_001;H_045;2026-01-15T10:02:38.33Z;4;Bjorn Bjornsen;5.762046833486399;58.965612069514428;9
A;Ambulanse;A_012;H_043;2026-01-15T10:02:40Z;3;Ole Kyrres;5.661761303569636;58.901128360860881;88
A;Ambulanse;A_037;H_045;2026-01-15T10:02:40Z;4;Ingrid Waale;5.706817240377332;58.922118897086051;16
B;Brann;KV_001;H_043;2026-01-15T10:02:40Z;4;Jon Johnsen;5.654140527367399;58.896471123943989;79
P;Politi;P03;H_043;2026-01-15T10:02:40Z;3;Bjarte Olavsen;5.696312365985159;58.909208423781486;91
B;Brann;SC_002;H_045;2026-01-15T10:02:40Z;5;Bjorn Bjornsen;5.720530212473528;58.954256797299607;4
B;Brann;SC_003;H_044;2026-01-15T10:02:40Z;6;Arne Arnsen;5.729986157266861;58.943704294567887;46
B;Brann;VB_001;H_045;2026-01-15T10:02:40Z;4;Bjorn Bjornsen;5.762317568600781;58.965586151515438;10
A;Ambulanse;A_012;H_043;2026-01-15T10:02:41.66Z;3;Ole Kyrres;5.661249252593326;58.90061384224375;89
A;Ambulanse;A_037;H_045;2026-01-15T10:02:41.66Z;4;Ingrid Waale;5.707069539598648;58.92276233278681;17
B;Brann;KV_001;H_043;2026-01-15T10:02:41.66Z;4;Jon Johnsen;5.654425241788331;58.896602452749462;80
P;Politi;P03;H_043;2026-01-15T10:02:41.66Z;3;Bjarte Olavsen;5.695182465107301;58.908090843839616;92
B;Brann;SC_002;H_045;2026-01-15T10:02:41.66Z;5;Bjorn Bjornsen;5.721016596206381;58.954344689491045;5
B;Brann;SC_003;H_044;2026-01-15T10:02:41.66Z;6;Arne Arnsen;5.729847395415931;58.943424354564812;47
B;Brann;VB_001;H_045;2026-01-15T10:02:41.66Z;4;Bjorn Bjornsen;5.762588640359416;58.965530644085966;11
A;Ambulanse;A_012;H_043;2026-01-15T10:02:43.33Z;3;Ole Kyrres;5.660737201617016;58.90009932362662;90
A;Ambulanse;A_037;H_045;2026-01-15T10:02:43.33Z;4;Ingrid Waale;5.707321838819964;58.923405768487562;18
B;Brann;KV_001;H_043;2026-01-15T10:02:43.33Z;4;Jon Johnsen;5.654709956209263;58.896733781554929;81
P;Politi;P03;H_043;2026-01-15T10:02:43.33Z;3;Bjarte Olavsen;5.694052564229442;58.906973263897747;93
B;Brann;SC_002;H_045;2026-01-15T10:02:43.33Z;5;Bjorn Bjornsen;5.721502979939235;58.954432581682475;6
B;Brann;SC_003;H_044;2026-01-15T10:02:43.33Z;6;Arne Arnsen;5.729708633565002;58.943144414561729;48
B;Brann;VB_001;H_045;2026-01-15T10:02:43.33Z;4;Bjorn Bjornsen;5.76285971211805;58.965475136656501;12
A;Ambulanse;A_012;H_043;2026-01-15T10:02:45Z;3;Ole Kyrres;5.660225150640705;58.899584805009489;91
A;Ambulanse;A_037;H_045;2026-01-15T10:02:45Z;4;Ingrid Waale;5.70757413804128;58.924049204188321;19
B;Brann;KV_001;H_043;2026-01-15T10:02:45Z;4;Jon Johnsen;5.654994670630196;58.896865110360402;82
P;Politi;P03;H_043;2026-01-15T10:02:45Z;3;Bjarte Olavsen;5.692922663351584;58.905855683955878;94
B;Brann;SC_002;H_045;2026-01-15T10:02:45Z;5;Bjorn Bjornsen;5.721989363672088;58.954520473873913;7
B;Brann;SC_003;H_044;2026-01-15T10:02:45Z;6;Arne Arnsen;5.729569871714072;58.942864474558654;49
B;Brann;VB_001;H_045;2026-01-15T10:02:45Z;4;Bjorn Bjornsen;5.763130783876686;58.965419629227029;13
A;Ambulanse;A_012;H_043;2026-01-15T10:02:46.66Z;3;Ole Kyrres;5.659427942733572;58.899194100613492;92
A;Ambulanse;A_037;H_045;2026-01-15T10:02:46.66Z;4;Ingrid Waale;5.707608765221408;58.924971053977721;20
